,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,VSA,Sch1,Sch2,Sch3,Sch4,SchNA
1559,55-64,1,University degree,UK,White,20.0,50.0,49.0,48.0,52.0,0.19268,-0.52593,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1560,18-24,1,University degree,UK,Mixed-White/Black,27.0,39.0,40.0,38.0,50.0,-0.71126,-0.21575,1,0,0,0,1,CL2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1561,25-34,1,Masters degree,UK,-0.50212,43.0,41.0,41.0,37.0,49.0,-1.37983,-0.84637,1,0,0,0,1,CL2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1562,35-44,1,University degree,UK,White,42.0,29.0,44.0,45.0,41.0,-0.71126,-2.07848,1,1,1,0,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1563,45-54,1,-2.43591,UK,White,38.0,38.0,37.0,39.0,40.0,-0.21712,-0.52593,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1564,35-44,0,Professional certificate/ diploma,UK,White,43.0,29.0,40.0,42.0,33.0,0.88113,0.07987,1,1,1,1,1,CL3,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1
1565,35-44,1,University degree,UK,White,35.0,51.0,26.0,38.0,56.0,-1.37983,-1.54858,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1566,45-54,1,Professional certificate/ diploma,UK,White,31.0,38.0,36.0,52.0,54.0,-0.71126,-0.52593,1,0,0,0,1,CL1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1567,35-44,1,Professional certificate/ diploma,UK,White,44.0,45.0,48.0,51.0,44.0,-1.37983,-1.18084,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1568,45-54,1,Professional certificate/ diploma,UK,White,57.0,20.0,44.0,37.0,36.0,-0.71126,-1.54858,1,0,0,1,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1569,35-44,0,Masters degree,UK,White,22.0,45.0,54.0,54.0,42.0,0.19268,-0.21575,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1570,25-34,0,University degree,UK,White,35.0,43.0,38.0,38.0,40.0,-1.37983,-0.84637,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1571,25-34,1,Masters degree,UK,White,26.0,48.0,43.0,42.0,42.0,0.88113,-0.84637,1,0,1,0,1,CL2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1572,45-54,0,Professional certificate/ diploma,UK,White,28.0,37.0,46.0,54.0,47.0,-0.71126,-0.52593,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1573,18-24,1,"Some college or university, no certificate or degree",UK,White,30.0,38.0,40.0,47.0,46.0,-0.71126,-1.54858,1,0,0,0,1,CL2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1574,25-34,1,Masters degree,UK,White,39.0,40.0,44.0,47.0,45.0,0.19268,0.7654,1,0,0,0,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1575,45-54,1,Professional certificate/ diploma,UK,White,46.0,42.0,51.0,53.0,38.0,0.88113,-0.84637,1,0,0,1,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1576,35-44,1,University degree,UK,White,35.0,46.0,38.0,49.0,52.0,-1.37983,-2.07848,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1577,35-44,1,"Some college or university, no certificate or degree",UK,White,33.0,41.0,33.0,40.0,45.0,-1.37983,-0.52593,1,0,0,0,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1578,25-34,1,Masters degree,UK,White,33.0,45.0,42.0,52.0,48.0,0.19268,-0.84637,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1579,45-54,1,University degree,UK,White,26.0,39.0,38.0,40.0,46.0,-1.37983,-0.84637,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1580,45-54,1,Masters degree,UK,White,40.0,37.0,55.0,51.0,47.0,-0.21712,-0.52593,1,0,0,1,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1581,35-44,1,Left school at 16 years,UK,White,31.0,41.0,43.0,51.0,46.0,-1.37983,-0.52593,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1582,45-54,1,Professional certificate/ diploma,UK,White,42.0,29.0,29.0,37.0,43.0,-1.37983,-2.07848,1,0,0,1,0,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1583,35-44,1,Masters degree,UK,White,33.0,39.0,37.0,46.0,51.0,-0.21712,-0.84637,1,0,0,1,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1584,35-44,0,Professional certificate/ diploma,UK,White,39.0,31.0,46.0,48.0,43.0,-0.71126,-0.84637,1,0,1,0,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1585,35-44,1,Masters degree,UK,White,43.0,54.0,47.0,54.0,43.0,0.19268,0.7654,1,0,0,0,1,CL1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1586,25-34,1,University degree,UK,White,37.0,47.0,47.0,42.0,46.0,0.88113,0.40148,1,1,1,1,1,CL2,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1
1587,35-44,1,University degree,UK,White,36.0,39.0,52.0,41.0,46.0,0.19268,-0.84637,1,1,1,1,1,CL3,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1
1588,35-44,1,Professional certificate/ diploma,UK,White,32.0,45.0,34.0,39.0,45.0,-0.21712,-0.21575,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1589,35-44,0,Left school at 16 years,UK,White,24.0,53.0,42.0,39.0,43.0,-0.21712,-0.21575,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1590,35-44,0,Professional certificate/ diploma,UK,White,19.0,49.0,46.0,45.0,48.0,0.52975,0.07987,1,0,1,0,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1591,35-44,1,University degree,UK,White,44.0,35.0,40.0,52.0,49.0,-0.21712,0.40148,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1592,45-54,1,Professional certificate/ diploma,UK,White,19.0,45.0,39.0,58.0,49.0,-1.37983,-2.07848,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1593,45-54,1,University degree,UK,White,28.0,52.0,43.0,50.0,45.0,0.88113,1.92173,1,0,1,0,1,CL0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1594,35-44,1,Doctorate degree,UK,White,36.0,45.0,48.0,43.0,41.0,-0.21712,-0.52593,1,1,0,0,1,CL1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1595,25-34,1,University degree,UK,White,33.0,47.0,43.0,42.0,45.0,-0.71126,-0.84637,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1596,25-34,1,University degree,UK,White,30.0,51.0,52.0,43.0,40.0,1.29221,0.7654,1,0,1,0,1,CL3,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
1597,55-64,1,"Some college or university, no certificate or degree",UK,White,35.0,44.0,47.0,46.0,45.0,-0.21712,-1.54858,1,0,0,1,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1598,35-44,1,University degree,UK,White,29.0,42.0,39.0,47.0,43.0,-0.71126,-0.84637,1,0,1,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1599,25-34,1,Masters degree,UK,White,28.0,48.0,33.0,44.0,47.0,-0.71126,-0.84637,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1600,25-34,1,Professional certificate/ diploma,UK,White,25.0,47.0,36.0,45.0,42.0,-0.71126,-0.84637,1,0,1,0,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1601,25-34,1,Professional certificate/ diploma,UK,White,29.0,46.0,38.0,42.0,46.0,0.19268,-0.21575,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1602,25-34,0,Masters degree,UK,White,37.0,44.0,47.0,37.0,52.0,-0.71126,-1.54858,1,0,0,0,1,CL2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1603,55-64,1,Masters degree,UK,White,39.0,43.0,53.0,41.0,36.0,0.52975,0.7654,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1604,25-34,1,University degree,UK,White,35.0,56.0,57.0,49.0,35.0,1.86203,1.2247,1,0,0,1,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1605,45-54,0,Left school at 16 years,UK,White,32.0,52.0,46.0,48.0,50.0,-1.37983,-0.84637,1,0,1,1,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1606,25-34,1,University degree,UK,-0.50212,33.0,53.0,-2.21069,37.0,41.0,1.29221,-0.21575,0,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1607,35-44,1,Professional certificate/ diploma,UK,White,22.0,49.0,49.0,46.0,46.0,-0.71126,-1.18084,1,0,0,0,1,CL2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
1608,35-44,1,Masters degree,UK,White,28.0,42.0,46.0,42.0,49.0,-0.21712,-0.21575,1,0,0,0,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1609,25-34,0,"Some college or university, no certificate or degree",USA,White,33.0,32.0,59.0,37.0,37.0,1.29221,0.7654,1,1,1,1,1,CL3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
1610,25-34,1,University degree,UK,White,34.0,32.0,34.0,49.0,47.0,-0.71126,-2.07848,1,0,1,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1611,45-54,1,University degree,UK,White,38.0,44.0,39.0,48.0,38.0,-1.37983,-2.07848,1,0,0,1,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1612,25-34,1,University degree,UK,White,32.0,37.0,36.0,50.0,48.0,-1.37983,-1.54858,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1613,35-44,1,University degree,UK,Mixed-White/Black,37.0,48.0,39.0,46.0,42.0,-0.21712,-0.21575,1,1,1,1,1,CL2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1
1614,25-34,0,"Some college or university, no certificate or degree",UK,White,15.0,54.0,48.0,33.0,46.0,0.88113,1.2247,1,1,1,0,1,CL1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1
1615,35-44,1,Doctorate degree,UK,White,25.0,43.0,54.0,50.0,57.0,-0.21712,0.07987,1,0,0,1,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1616,55-64,0,Professional certificate/ diploma,UK,White,42.0,29.0,35.0,48.0,39.0,0.19268,-0.21575,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1617,25-34,0,Masters degree,UK,White,41.0,40.0,51.0,47.0,40.0,0.88113,1.92173,1,0,1,0,1,CL0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1
1618,45-54,0,Professional certificate/ diploma,UK,White,39.0,41.0,38.0,47.0,46.0,0.52975,-0.52593,1,0,0,1,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1619,25-34,0,"Some college or university, no certificate or degree",USA,White,39.0,38.0,53.0,41.0,35.0,0.88113,1.92173,1,1,0,1,1,CL6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1620,45-54,0,Professional certificate/ diploma,UK,White,37.0,40.0,43.0,39.0,47.0,-0.21712,0.40148,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1621,25-34,0,University degree,UK,Black,49.0,38.0,39.0,41.0,40.0,0.19268,-0.52593,1,0,0,0,0,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1622,35-44,0,Professional certificate/ diploma,UK,White,22.0,39.0,50.0,46.0,49.0,0.19268,-0.21575,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1623,35-44,0,University degree,UK,White,41.0,34.0,37.0,47.0,35.0,0.19268,-1.18084,1,0,0,1,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1624,45-54,0,Masters degree,UK,White,37.0,35.0,45.0,38.0,40.0,-0.71126,-0.84637,1,1,0,0,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1625,35-44,0,"Some college or university, no certificate or degree",UK,White,28.0,43.0,46.0,44.0,43.0,-0.21712,0.07987,1,1,1,1,1,CL3,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1
1626,35-44,1,Professional certificate/ diploma,UK,White,28.0,42.0,37.0,48.0,47.0,-1.37983,-1.18084,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1627,25-34,1,Professional certificate/ diploma,UK,White,23.0,44.0,36.0,47.0,46.0,-1.37983,-1.18084,1,0,0,0,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1628,25-34,1,Masters degree,UK,White,20.0,48.0,37.0,42.0,51.0,-1.37983,-2.07848,1,1,0,1,1,CL1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1629,25-34,1,Masters degree,UK,White,42.0,40.0,46.0,48.0,42.0,-1.37983,-0.52593,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1630,45-54,1,Professional certificate/ diploma,UK,White,37.0,39.0,40.0,45.0,46.0,0.52975,-0.52593,1,0,0,1,1,CL1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1
1631,35-44,1,University degree,UK,White,34.0,43.0,52.0,36.0,34.0,0.19268,0.40148,1,0,0,0,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1632,35-44,1,Professional certificate/ diploma,UK,White,18.0,43.0,45.0,58.0,49.0,-0.71126,-0.84637,1,0,1,0,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1633,35-44,0,Professional certificate/ diploma,Canada,White,51.0,41.0,43.0,43.0,53.0,1.29221,1.92173,1,0,0,0,1,CL6,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1
1634,45-54,1,Professional certificate/ diploma,UK,Black,32.0,42.0,40.0,41.0,45.0,0.88113,0.40148,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1635,18-24,1,Left school at 18 years,UK,White,36.0,30.0,37.0,43.0,42.0,-1.37983,-2.07848,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1636,55-64,0,-2.43591,UK,White,23.0,40.0,34.0,46.0,46.0,-0.71126,-0.52593,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1637,45-54,1,Professional certificate/ diploma,UK,White,36.0,44.0,34.0,36.0,42.0,-0.71126,-1.18084,1,0,1,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1638,18-24,0,"Some college or university, no certificate or degree",USA,White,53.0,31.0,47.0,33.0,34.0,0.88113,1.2247,1,1,0,0,1,CL5,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1
1639,45-54,1,Left school at 16 years,UK,White,38.0,36.0,41.0,45.0,45.0,-0.71126,-0.52593,1,0,0,1,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1640,45-54,1,Professional certificate/ diploma,UK,White,35.0,41.0,39.0,42.0,40.0,0.19268,-1.18084,1,0,0,1,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1641,35-44,1,Professional certificate/ diploma,UK,White,39.0,44.0,42.0,47.0,43.0,0.52975,0.07987,1,0,0,1,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1642,45-54,1,Professional certificate/ diploma,UK,White,46.0,40.0,45.0,49.0,48.0,0.19268,-0.84637,1,0,0,1,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1643,25-34,1,Masters degree,UK,White,21.0,43.0,36.0,41.0,49.0,-1.37983,-0.84637,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1644,45-54,1,Professional certificate/ diploma,UK,White,36.0,34.0,46.0,46.0,41.0,-0.71126,-0.84637,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1645,25-34,1,Masters degree,UK,White,29.0,39.0,41.0,48.0,44.0,-0.21712,-0.21575,1,0,1,0,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1646,45-54,0,Left school at 16 years,UK,White,36.0,47.0,44.0,43.0,41.0,-0.21712,-0.52593,1,1,0,1,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
1647,35-44,0,Professional certificate/ diploma,UK,White,36.0,33.0,47.0,49.0,46.0,-1.37983,-1.54858,1,0,0,0,1,CL2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1648,35-44,0,Professional certificate/ diploma,UK,White,44.0,34.0,42.0,46.0,39.0,0.19268,0.40148,1,0,1,1,1,CL2,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1
1649,25-34,1,Masters degree,UK,White,29.0,43.0,45.0,48.0,51.0,-0.21712,-0.52593,1,0,0,0,1,CL0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1650,25-34,1,University degree,UK,White,34.0,38.0,40.0,41.0,51.0,-0.71126,-0.21575,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1651,25-34,1,University degree,UK,White,36.0,50.0,54.0,51.0,46.0,1.29221,0.40148,1,0,0,0,1,CL3,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1
1652,55-64,0,"Some college or university, no certificate or degree",USA,White,21.0,31.0,40.0,33.0,39.0,-0.71126,0.7654,1,1,1,1,1,CL2,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1
1653,18-24,0,University degree,USA,White,38.0,31.0,48.0,40.0,33.0,0.19268,-1.18084,1,0,0,1,1,CL6,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1
1654,25-34,1,Doctorate degree,UK,White,28.0,46.0,44.0,54.0,51.0,-0.71126,0.07987,1,0,0,0,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1655,55-64,0,Left school at 16 years,UK,White,39.0,38.0,41.0,32.0,45.0,-0.21712,-1.18084,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1656,35-44,1,University degree,UK,White,28.0,47.0,33.0,48.0,48.0,-0.71126,-1.54858,1,1,1,0,1,CL1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
1657,18-24,1,University degree,UK,White,52.0,31.0,41.0,39.0,43.0,-1.37983,0.40148,1,0,0,0,1,CL2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1658,25-34,0,"Some college or university, no certificate or degree",Canada,White,21.0,41.0,44.0,40.0,48.0,-0.21712,0.07987,1,1,0,1,1,CL3,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1
1659,18-24,0,Professional certificate/ diploma,UK,White,34.0,45.0,59.0,46.0,42.0,1.29221,1.2247,1,1,0,0,1,CL3,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1
1660,45-54,1,University degree,UK,White,18.0,44.0,48.0,44.0,45.0,-1.37983,-0.84637,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1661,35-44,1,Professional certificate/ diploma,UK,White,51.0,41.0,58.0,34.0,31.0,1.86203,1.92173,1,1,1,1,1,CL3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1662,18-24,1,-2.43591,UK,White,29.0,39.0,44.0,53.0,40.0,-0.71126,0.40148,1,1,0,0,1,CL6,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1
1663,25-34,0,Professional certificate/ diploma,Other,White,29.0,47.0,46.0,46.0,41.0,0.88113,0.7654,1,1,1,1,1,CL6,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1
1664,25-34,1,"Some college or university, no certificate or degree",UK,White,26.0,40.0,44.0,46.0,36.0,0.19268,0.40148,1,1,1,0,1,CL3,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1
1665,25-34,1,Doctorate degree,UK,White,36.0,43.0,49.0,48.0,41.0,1.86203,1.2247,1,1,1,1,1,CL2,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1
1666,25-34,1,University degree,UK,White,30.0,43.0,41.0,55.0,48.0,0.19268,-0.21575,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1667,18-24,0,"Some college or university, no certificate or degree",UK,White,36.0,46.0,56.0,39.0,43.0,1.86203,1.2247,1,1,0,1,1,CL5,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1
1668,25-34,1,Doctorate degree,-0.09765,White,37.0,37.0,35.0,43.0,48.0,-1.37983,-1.54858,1,0,0,1,1,CL2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
1669,35-44,0,Professional certificate/ diploma,UK,White,42.0,32.0,40.0,37.0,45.0,0.19268,0.40148,1,1,1,1,1,CL1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1
1670,35-44,1,University degree,-0.09765,White,25.0,36.0,41.0,46.0,48.0,0.88113,0.7654,1,0,0,0,1,CL1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1671,45-54,0,University degree,UK,White,42.0,34.0,33.0,36.0,43.0,-0.71126,-0.84637,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1672,55-64,0,University degree,UK,White,42.0,37.0,54.0,49.0,33.0,-0.71126,-0.21575,1,0,0,0,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1673,25-34,1,University degree,UK,White,30.0,41.0,42.0,48.0,33.0,-0.21712,0.07987,1,0,1,0,1,CL2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
1674,25-34,0,Professional certificate/ diploma,Republic of Ireland,White,26.0,43.0,52.0,46.0,47.0,-0.71126,-0.21575,1,1,0,0,1,CL4,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1
1675,45-54,0,Professional certificate/ diploma,UK,White,31.0,41.0,36.0,41.0,55.0,-0.71126,-1.18084,1,0,0,1,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1676,35-44,0,Professional certificate/ diploma,UK,White,28.0,47.0,-2.09015,41.0,38.0,-0.21712,-1.18084,1,0,1,1,1,CL2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1677,25-34,1,University degree,UK,White,56.0,24.0,39.0,50.0,37.0,-1.37983,-0.84637,1,0,0,1,0,CL0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
1678,18-24,1,"Some college or university, no certificate or degree",USA,White,49.0,40.0,46.0,48.0,40.0,0.19268,-0.21575,1,0,0,1,1,CL6,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1
1679,45-54,1,Professional certificate/ diploma,UK,White,33.0,45.0,34.0,51.0,49.0,-0.71126,-1.54858,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1680,18-24,1,University degree,UK,White,37.0,44.0,46.0,28.0,52.0,0.19268,0.40148,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1681,18-24,1,University degree,UK,White,35.0,48.0,41.0,46.0,45.0,-0.71126,-0.52593,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1682,45-54,1,"Some college or university, no certificate or degree",UK,White,33.0,50.0,40.0,51.0,46.0,-0.71126,-0.84637,1,0,0,1,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1683,45-54,0,Professional certificate/ diploma,UK,White,31.0,43.0,38.0,38.0,41.0,-0.21712,0.7654,1,1,1,1,1,CL3,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1
1684,18-24,0,"Some college or university, no certificate or degree",USA,Black,37.0,28.0,46.0,46.0,30.0,-0.21712,-0.21575,1,1,0,0,1,CL3,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1
1685,25-34,0,University degree,USA,White,41.0,23.0,49.0,48.0,44.0,-0.21712,1.92173,1,1,1,1,1,CL3,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1
1686,18-24,1,"Some college or university, no certificate or degree",USA,Black,49.0,25.0,52.0,43.0,33.0,-0.21712,0.40148,1,1,0,1,1,CL5,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1
1687,35-44,1,Professional certificate/ diploma,UK,White,26.0,44.0,43.0,47.0,46.0,-0.21712,-0.21575,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1688,25-34,1,Professional certificate/ diploma,Canada,White,50.0,22.0,38.0,55.0,40.0,-0.71126,-1.54858,1,1,0,1,1,CL0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1
1689,25-34,1,Masters degree,USA,White,37.0,46.0,56.0,46.0,40.0,0.52975,0.07987,1,0,0,0,1,CL4,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
1690,35-44,0,"Some college or university, no certificate or degree",USA,White,46.0,29.0,40.0,33.0,42.0,-1.37983,-0.52593,1,1,1,1,1,CL3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1691,25-34,0,"Some college or university, no certificate or degree",Other,White,54.0,27.0,47.0,52.0,35.0,0.19268,-0.52593,1,0,0,0,1,CL3,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
1692,25-34,1,Doctorate degree,UK,White,23.0,45.0,46.0,57.0,40.0,-0.21712,-0.21575,1,0,0,0,1,CL0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1693,25-34,1,University degree,UK,White,43.0,38.0,44.0,46.0,39.0,-1.37983,-0.21575,1,0,1,1,1,CL2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
